ZONE I=5, J=5
ZONE I=5, J=5
0.2 0.8 0.921632
0.225 0.8 0.917505
0.25 0.8 0.913377
0.275 0.8 0.90925
0.3 0.8 0.905123
0.2 0.85 0.927906
0.225 0.85 0.924097
0.25 0.85 0.920288
0.275 0.85 0.916479
0.3 0.85 0.91267
0.2 0.9 0.934179
0.225 0.9 0.930689
0.25 0.9 0.927199
0.275 0.9 0.923708
0.3 0.9 0.920218
0.2 0.95 0.940453
0.225 0.95 0.937281
0.25 0.95 0.934109
0.275 0.95 0.930938
0.3 0.95 0.927766
0.2 1 0.946726
0.225 1 0.943873
0.25 1 0.94102
0.275 1 0.938167
0.3 1 0.935314
ZONE I=5, J=5
0.3 0.8 0.905123
0.325 0.8 0.90018
0.35 0.8 0.895237
0.375 0.8 0.890295
0.4 0.8 0.885352
0.3 0.85 0.91267
0.325 0.85 0.908105
0.35 0.85 0.903539
0.375 0.85 0.898973
0.4 0.85 0.894407
0.3 0.9 0.920218
0.325 0.9 0.916029
0.35 0.9 0.91184
0.375 0.9 0.907651
0.4 0.9 0.903462
0.3 0.95 0.927766
0.325 0.95 0.923954
0.35 0.95 0.920142
0.375 0.95 0.916329
0.4 0.95 0.912517
0.3 1 0.935314
0.325 1 0.931878
0.35 1 0.928443
0.375 1 0.925007
0.4 1 0.921572
ZONE I=5, J=5
0.4 0.8 0.885352
0.425 0.8 0.879454
0.45 0.8 0.873556
0.475 0.8 0.867658
0.5 0.8 0.86176
0.4 0.85 0.894407
0.425 0.85 0.888952
0.45 0.85 0.883496
0.475 0.85 0.878041
0.5 0.85 0.872586
0.4 0.9 0.903462
0.425 0.9 0.898449
0.45 0.9 0.893437
0.475 0.9 0.888424
0.5 0.9 0.883411
0.4 0.95 0.912517
0.425 0.95 0.907947
0.45 0.95 0.903377
0.475 0.95 0.898807
0.5 0.95 0.894237
0.4 1 0.921572
0.425 1 0.917445
0.45 1 0.913317
0.475 1 0.90919
0.5 1 0.905063
ZONE I=5, J=5
0.5 0.8 0.86176
0.525 0.8 0.854753
0.55 0.8 0.847745
0.575 0.8 0.840738
0.6 0.8 0.833731
0.5 0.85 0.872586
0.525 0.85 0.866094
0.55 0.85 0.859603
0.575 0.85 0.853111
0.6 0.85 0.846619
0.5 0.9 0.883411
0.525 0.9 0.877436
0.55 0.9 0.87146
0.575 0.9 0.865484
0.6 0.9 0.859508
0.5 0.95 0.894237
0.525 0.95 0.888777
0.55 0.95 0.883317
0.575 0.95 0.877857
0.6 0.95 0.872397
0.5 1 0.905063
0.525 1 0.900118
0.55 1 0.895174
0.575 1 0.89023
0.6 1 0.885286
ZONE I=5, J=5
0.6 0.8 0.833731
0.625 0.8 0.82545
0.65 0.8 0.817169
0.675 0.8 0.808888
0.7 0.8 0.800607
0.6 0.85 0.846619
0.625 0.85 0.838934
0.65 0.85 0.831248
0.675 0.85 0.823562
0.7 0.85 0.815876
0.6 0.9 0.859508
0.625 0.9 0.852417
0.65 0.9 0.845326
0.675 0.9 0.838236
0.7 0.9 0.831145
0.6 0.95 0.872397
0.625 0.95 0.865901
0.65 0.95 0.859405
0.675 0.95 0.852909
0.7 0.95 0.846414
0.6 1 0.885286
0.625 1 0.879385
0.65 1 0.873484
0.675 1 0.867583
0.7 1 0.861682
ZONE I=5, J=5
0.7 0.8 0.800607
0.725 0.8 0.790883
0.75 0.8 0.78116
0.775 0.8 0.771436
0.8 0.8 0.761712
0.7 0.85 0.815876
0.725 0.85 0.80683
0.75 0.85 0.797785
0.775 0.85 0.788739
0.8 0.85 0.779694
0.7 0.9 0.831145
0.725 0.9 0.822777
0.75 0.9 0.81441
0.775 0.9 0.806043
0.8 0.9 0.797675
0.7 0.95 0.846414
0.725 0.95 0.838724
0.75 0.95 0.831035
0.775 0.95 0.823346
0.8 0.95 0.815657
0.7 1 0.861682
0.725 1 0.854671
0.75 1 0.84766
0.775 1 0.840649
0.8 1 0.833638
ZONE I=5, J=5
0.8 0.8 0.761712
0.825 0.8 0.750381
0.85 0.8 0.73905
0.875 0.8 0.727718
0.9 0.8 0.716387
0.8 0.85 0.779694
0.825 0.85 0.769124
0.85 0.85 0.758554
0.875 0.85 0.747985
0.9 0.85 0.737415
0.8 0.9 0.797675
0.825 0.9 0.787867
0.85 0.9 0.778059
0.875 0.9 0.768251
0.9 0.9 0.758443
0.8 0.95 0.815657
0.825 0.95 0.80661
0.85 0.95 0.797564
0.875 0.95 0.788517
0.9 0.95 0.779471
0.8 1 0.833638
0.825 1 0.825353
0.85 1 0.817069
0.875 1 0.808784
0.9 1 0.800499
ZONE I=5, J=5
0.9 0.8 0.716387
0.925 0.8 0.703299
0.95 0.8 0.690212
0.975 0.8 0.677124
1 0.8 0.664037
0.9 0.85 0.737415
0.925 0.85 0.725168
0.95 0.85 0.712921
0.975 0.85 0.700673
1 0.85 0.688426
0.9 0.9 0.758443
0.925 0.9 0.747036
0.95 0.9 0.735629
0.975 0.9 0.724222
1 0.9 0.712815
0.9 0.95 0.779471
0.925 0.95 0.768904
0.95 0.95 0.758338
0.975 0.95 0.747771
1 0.95 0.737205
0.9 1 0.800499
0.925 1 0.790773
0.95 1 0.781047
0.975 1 0.77132
1 1 0.761594
ZONE I=5, J=5
0 1 0.964028
0.025 1 0.962068
0.05 1 0.960108
0.075 1 0.958149
0.1 1 0.956189
0 1.05 0.966956
0.025 1.05 0.965153
0.05 1.05 0.963349
0.075 1.05 0.961545
0.1 1.05 0.959741
0 1.1 0.969885
0.025 1.1 0.968237
0.05 1.1 0.966589
0.075 1.1 0.964941
0.1 1.1 0.963293
0 1.15 0.972814
0.025 1.15 0.971322
0.05 1.15 0.96983
0.075 1.15 0.968337
0.1 1.15 0.966845
0 1.2 0.975743
0.025 1.2 0.974407
0.05 1.2 0.97307
0.075 1.2 0.971734
0.1 1.2 0.970397
ZONE I=5, J=5
0.1 1 0.956189
0.125 1 0.953823
0.15 1 0.951458
0.175 1 0.949092
0.2 1 0.946726
0.1 1.05 0.959741
0.125 1.05 0.957563
0.15 1.05 0.955384
0.175 1.05 0.953206
0.2 1.05 0.951028
0.1 1.1 0.963293
0.125 1.1 0.961302
0.15 1.1 0.959311
0.175 1.1 0.95732
0.2 1.1 0.955329
0.1 1.15 0.966845
0.125 1.15 0.965041
0.15 1.15 0.963238
0.175 1.15 0.961434
0.2 1.15 0.95963
0.1 1.2 0.970397
0.125 1.2 0.968781
0.15 1.2 0.967164
0.175 1.2 0.965548
0.2 1.2 0.963931
ZONE I=5, J=5
0.2 1 0.946726
0.225 1 0.943873
0.25 1 0.94102
0.275 1 0.938167
0.3 1 0.935314
0.2 1.05 0.951028
0.225 1.05 0.948399
0.25 1.05 0.94577
0.275 1.05 0.943142
0.3 1.05 0.940513
0.2 1.1 0.955329
0.225 1.1 0.952925
0.25 1.1 0.950521
0.275 1.1 0.948117
0.3 1.1 0.945713
0.2 1.15 0.95963
0.225 1.15 0.957451
0.25 1.15 0.955271
0.275 1.15 0.953092
0.3 1.15 0.950912
0.2 1.2 0.963931
0.225 1.2 0.961976
0.25 1.2 0.960022
0.275 1.2 0.958067
0.3 1.2 0.956112
ZONE I=5, J=5
0.3 1 0.935314
0.325 1 0.931878
0.35 1 0.928443
0.375 1 0.925007
0.4 1 0.921572
0.3 1.05 0.940513
0.325 1.05 0.937346
0.35 1.05 0.934179
0.375 1.05 0.931012
0.4 1.05 0.927845
0.3 1.1 0.945713
0.325 1.1 0.942814
0.35 1.1 0.939915
0.375 1.1 0.937017
0.4 1.1 0.934118
0.3 1.15 0.950912
0.325 1.15 0.948282
0.35 1.15 0.945652
0.375 1.15 0.943021
0.4 1.15 0.940391
0.3 1.2 0.956112
0.325 1.2 0.95375
0.35 1.2 0.951388
0.375 1.2 0.949026
0.4 1.2 0.946664
ZONE I=5, J=5
0.4 1 0.921572
0.425 1 0.917445
0.45 1 0.913317
0.475 1 0.90919
0.5 1 0.905063
0.4 1.05 0.927845
0.425 1.05 0.924037
0.45 1.05 0.920229
0.475 1.05 0.916421
0.5 1.05 0.912613
0.4 1.1 0.934118
0.425 1.1 0.930629
0.45 1.1 0.92714
0.475 1.1 0.923651
0.5 1.1 0.920163
0.4 1.15 0.940391
0.425 1.15 0.937221
0.45 1.15 0.934052
0.475 1.15 0.930882
0.5 1.15 0.927713
0.4 1.2 0.946664
0.425 1.2 0.943814
0.45 1.2 0.940963
0.475 1.2 0.938113
0.5 1.2 0.935263
ZONE I=5, J=5
0.5 1 0.905063
0.525 1 0.900118
0.55 1 0.895174
0.575 1 0.89023
0.6 1 0.885286
0.5 1.05 0.912613
0.525 1.05 0.908046
0.55 1.05 0.90348
0.575 1.05 0.898913
0.6 1.05 0.894347
0.5 1.1 0.920163
0.525 1.1 0.915974
0.55 1.1 0.911785
0.575 1.1 0.907596
0.6 1.1 0.903408
0.5 1.15 0.927713
0.525 1.15 0.923902
0.55 1.15 0.920091
0.575 1.15 0.91628
0.6 1.15 0.912469
0.5 1.2 0.935263
0.525 1.2 0.931829
0.55 1.2 0.928396
0.575 1.2 0.924963
0.6 1.2 0.921529
ZONE I=5, J=5
0.6 1 0.885286
0.625 1 0.879385
0.65 1 0.873484
0.675 1 0.867583
0.7 1 0.861682
0.6 1.05 0.894347
0.625 1.05 0.88889
0.65 1.05 0.883433
0.675 1.05 0.877976
0.7 1.05 0.872519
0.6 1.1 0.903408
0.625 1.1 0.898395
0.65 1.1 0.893381
0.675 1.1 0.888368
0.7 1.1 0.883355
0.6 1.15 0.912469
0.625 1.15 0.907899
0.65 1.15 0.90333
0.675 1.15 0.898761
0.7 1.15 0.894192
0.6 1.2 0.921529
0.625 1.2 0.917404
0.65 1.2 0.913279
0.675 1.2 0.909153
0.7 1.2 0.905028
ZONE I=5, J=5
0.7 1 0.861682
0.725 1 0.854671
0.75 1 0.84766
0.775 1 0.840649
0.8 1 0.833638
0.7 1.05 0.872519
0.725 1.05 0.866025
0.75 1.05 0.859531
0.775 1.05 0.853038
0.8 1.05 0.846544
0.7 1.1 0.883355
0.725 1.1 0.877379
0.75 1.1 0.871403
0.775 1.1 0.865426
0.8 1.1 0.85945
0.7 1.15 0.894192
0.725 1.15 0.888733
0.75 1.15 0.883274
0.775 1.15 0.877815
0.8 1.15 0.872356
0.7 1.2 0.905028
0.725 1.2 0.900086
0.75 1.2 0.895145
0.775 1.2 0.890203
0.8 1.2 0.885261
ZONE I=5, J=5
0.8 1 0.833638
0.825 1 0.825353
0.85 1 0.817069
0.875 1 0.808784
0.9 1 0.800499
0.8 1.05 0.846544
0.825 1.05 0.838856
0.85 1.05 0.831168
0.875 1.05 0.82348
0.9 1.05 0.815793
0.8 1.1 0.85945
0.825 1.1 0.852359
0.85 1.1 0.845268
0.875 1.1 0.838177
0.9 1.1 0.831086
0.8 1.15 0.872356
0.825 1.15 0.865862
0.85 1.15 0.859368
0.875 1.15 0.852874
0.9 1.15 0.84638
0.8 1.2 0.885261
0.825 1.2 0.879364
0.85 1.2 0.873467
0.875 1.2 0.86757
0.9 1.2 0.861673
ZONE I=5, J=5
0.9 1 0.800499
0.925 1 0.790773
0.95 1 0.781047
0.975 1 0.77132
1 1 0.761594
0.9 1.05 0.815793
0.925 1.05 0.806747
0.95 1.05 0.797701
0.975 1.05 0.788655
1 1.05 0.779609
0.9 1.1 0.831086
0.925 1.1 0.822721
0.95 1.1 0.814355
0.975 1.1 0.80599
1 1.1 0.797624
0.9 1.15 0.84638
0.925 1.15 0.838695
0.95 1.15 0.83101
0.975 1.15 0.823325
1 1.15 0.815639
0.9 1.2 0.861673
0.925 1.2 0.854669
0.95 1.2 0.847664
0.975 1.2 0.840659
1 1.2 0.833655
ZONE I=5, J=5
0 1.2 0.975743
0.025 1.2 0.974407
0.05 1.2 0.97307
0.075 1.2 0.971734
0.1 1.2 0.970397
0 1.25 0.977726
0.025 1.25 0.976497
0.05 1.25 0.975268
0.075 1.25 0.974038
0.1 1.25 0.972809
0 1.3 0.979709
0.025 1.3 0.978587
0.05 1.3 0.977465
0.075 1.3 0.976343
0.1 1.3 0.975221
0 1.35 0.981692
0.025 1.35 0.980677
0.05 1.35 0.979663
0.075 1.35 0.978648
0.1 1.35 0.977633
0 1.4 0.983675
0.025 1.4 0.982767
0.05 1.4 0.98186
0.075 1.4 0.980953
0.1 1.4 0.980045
ZONE I=5, J=5
0.1 1.2 0.970397
0.125 1.2 0.968781
0.15 1.2 0.967164
0.175 1.2 0.965548
0.2 1.2 0.963931
0.1 1.25 0.972809
0.125 1.25 0.971322
0.15 1.25 0.969835
0.175 1.25 0.968348
0.2 1.25 0.966861
0.1 1.3 0.975221
0.125 1.3 0.973864
0.15 1.3 0.972506
0.175 1.3 0.971148
0.2 1.3 0.969791
0.1 1.35 0.977633
0.125 1.35 0.976405
0.15 1.35 0.975177
0.175 1.35 0.973949
0.2 1.35 0.972721
0.1 1.4 0.980045
0.125 1.4 0.978947
0.15 1.4 0.977848
0.175 1.4 0.976749
0.2 1.4 0.975651
ZONE I=5, J=5
0.2 1.2 0.963931
0.225 1.2 0.961976
0.25 1.2 0.960022
0.275 1.2 0.958067
0.3 1.2 0.956112
0.2 1.25 0.966861
0.225 1.25 0.965062
0.25 1.25 0.963263
0.275 1.25 0.961465
0.3 1.25 0.959666
0.2 1.3 0.969791
0.225 1.3 0.968148
0.25 1.3 0.966505
0.275 1.3 0.964863
0.3 1.3 0.96322
0.2 1.35 0.972721
0.225 1.35 0.971234
0.25 1.35 0.969747
0.275 1.35 0.968261
0.3 1.35 0.966774
0.2 1.4 0.975651
0.225 1.4 0.97432
0.25 1.4 0.972989
0.275 1.4 0.971658
0.3 1.4 0.970328
ZONE I=5, J=5
0.3 1.2 0.956112
0.325 1.2 0.95375
0.35 1.2 0.951388
0.375 1.2 0.949026
0.4 1.2 0.946664
0.3 1.25 0.959666
0.325 1.25 0.957492
0.35 1.25 0.955317
0.375 1.25 0.953143
0.4 1.25 0.950968
0.3 1.3 0.96322
0.325 1.3 0.961233
0.35 1.3 0.959246
0.375 1.3 0.95726
0.4 1.3 0.955273
0.3 1.35 0.966774
0.325 1.35 0.964975
0.35 1.35 0.963176
0.375 1.35 0.961376
0.4 1.35 0.959577
0.3 1.4 0.970328
0.325 1.4 0.968716
0.35 1.4 0.967105
0.375 1.4 0.965493
0.4 1.4 0.963882
ZONE I=5, J=5
0.4 1.2 0.946664
0.425 1.2 0.943814
0.45 1.2 0.940963
0.475 1.2 0.938113
0.5 1.2 0.935263
0.4 1.25 0.950968
0.425 1.25 0.948343
0.45 1.25 0.945718
0.475 1.25 0.943092
0.5 1.25 0.940467
0.4 1.3 0.955273
0.425 1.3 0.952872
0.45 1.3 0.950472
0.475 1.3 0.948072
0.5 1.3 0.945672
0.4 1.35 0.959577
0.425 1.35 0.957402
0.45 1.35 0.955227
0.475 1.35 0.953051
0.5 1.35 0.950876
0.4 1.4 0.963882
0.425 1.4 0.961931
0.45 1.4 0.959981
0.475 1.4 0.958031
0.5 1.4 0.956081
ZONE I=5, J=5
0.5 1.2 0.935263
0.525 1.2 0.931829
0.55 1.2 0.928396
0.575 1.2 0.924963
0.6 1.2 0.921529
0.5 1.25 0.940467
0.525 1.25 0.937303
0.55 1.25 0.934138
0.575 1.25 0.930974
0.6 1.25 0.92781
0.5 1.3 0.945672
0.525 1.3 0.942776
0.55 1.3 0.939881
0.575 1.3 0.936985
0.6 1.3 0.93409
0.5 1.35 0.950876
0.525 1.35 0.94825
0.55 1.35 0.945623
0.575 1.35 0.942996
0.6 1.35 0.94037
0.5 1.4 0.956081
0.525 1.4 0.953723
0.55 1.4 0.951365
0.575 1.4 0.949008
0.6 1.4 0.94665
ZONE I=5, J=5
0.6 1.2 0.921529
0.625 1.2 0.917404
0.65 1.2 0.913279
0.675 1.2 0.909153
0.7 1.2 0.905028
0.6 1.25 0.92781
0.625 1.25 0.924004
0.65 1.25 0.920199
0.675 1.25 0.916393
0.7 1.25 0.912588
0.6 1.3 0.93409
0.625 1.3 0.930604
0.65 1.3 0.927119
0.675 1.3 0.923633
0.7 1.3 0.920147
0.6 1.35 0.94037
0.625 1.35 0.937204
0.65 1.35 0.934038
0.675 1.35 0.930873
0.7 1.35 0.927707
0.6 1.4 0.94665
0.625 1.4 0.943804
0.65 1.4 0.940958
0.675 1.4 0.938113
0.7 1.4 0.935267
ZONE I=5, J=5
0.7 1.2 0.905028
0.725 1.2 0.900086
0.75 1.2 0.895145
0.775 1.2 0.890203
0.8 1.2 0.885261
0.7 1.25 0.912588
0.725 1.25 0.908025
0.75 1.25 0.903461
0.775 1.25 0.898898
0.8 1.25 0.894335
0.7 1.3 0.920147
0.725 1.3 0.915963
0.75 1.3 0.911778
0.775 1.3 0.907593
0.8 1.3 0.903408
0.7 1.35 0.927707
0.725 1.35 0.923901
0.75 1.35 0.920094
0.775 1.35 0.916288
0.8 1.35 0.912482
0.7 1.4 0.935267
0.725 1.4 0.931839
0.75 1.4 0.928411
0.775 1.4 0.924983
0.8 1.4 0.921555
ZONE I=5, J=5
0.8 1.2 0.885261
0.825 1.2 0.879364
0.85 1.2 0.873467
0.875 1.2 0.86757
0.9 1.2 0.861673
0.8 1.25 0.894335
0.825 1.25 0.888882
0.85 1.25 0.88343
0.875 1.25 0.877978
0.9 1.25 0.872525
0.8 1.3 0.903408
0.825 1.3 0.898401
0.85 1.3 0.893393
0.875 1.3 0.888385
0.9 1.3 0.883377
0.8 1.35 0.912482
0.825 1.35 0.907919
0.85 1.35 0.903356
0.875 1.35 0.898793
0.9 1.35 0.894229
0.8 1.4 0.921555
0.825 1.4 0.917437
0.85 1.4 0.913318
0.875 1.4 0.9092
0.9 1.4 0.905081
ZONE I=5, J=5
0.9 1.2 0.861673
0.925 1.2 0.854669
0.95 1.2 0.847664
0.975 1.2 0.840659
1 1.2 0.833655
0.9 1.25 0.872525
0.925 1.25 0.866039
0.95 1.25 0.859552
0.975 1.25 0.853065
1 1.25 0.846579
0.9 1.3 0.883377
0.925 1.3 0.877409
0.95 1.3 0.87144
0.975 1.3 0.865472
1 1.3 0.859503
0.9 1.35 0.894229
0.925 1.35 0.888779
0.95 1.35 0.883328
0.975 1.35 0.877878
1 1.35 0.872427
0.9 1.4 0.905081
0.925 1.4 0.900149
0.95 1.4 0.895217
0.975 1.4 0.890284
1 1.4 0.885352
ZONE I=5, J=5
0 1.4 0.983675
0.025 1.4 0.982767
0.05 1.4 0.98186
0.075 1.4 0.980953
0.1 1.4 0.980045
0 1.45 0.985013
0.025 1.45 0.984179
0.05 1.45 0.983345
0.075 1.45 0.982511
0.1 1.45 0.981678
0 1.5 0.986351
0.025 1.5 0.985591
0.05 1.5 0.98483
0.075 1.5 0.98407
0.1 1.5 0.98331
0 1.55 0.987689
0.025 1.55 0.987002
0.05 1.55 0.986316
0.075 1.55 0.985629
0.1 1.55 0.984942
0 1.6 0.989027
0.025 1.6 0.988414
0.05 1.6 0.987801
0.075 1.6 0.987187
0.1 1.6 0.986574
ZONE I=5, J=5
0.1 1.4 0.980045
0.125 1.4 0.978947
0.15 1.4 0.977848
0.175 1.4 0.976749
0.2 1.4 0.975651
0.1 1.45 0.981678
0.125 1.45 0.980668
0.15 1.45 0.979658
0.175 1.45 0.978648
0.2 1.45 0.977638
0.1 1.5 0.98331
0.125 1.5 0.982389
0.15 1.5 0.981468
0.175 1.5 0.980547
0.2 1.5 0.979626
0.1 1.55 0.984942
0.125 1.55 0.98411
0.15 1.55 0.983278
0.175 1.55 0.982446
0.2 1.55 0.981614
0.1 1.6 0.986574
0.125 1.6 0.985831
0.15 1.6 0.985088
0.175 1.6 0.984344
0.2 1.6 0.983601
ZONE I=5, J=5
0.2 1.4 0.975651
0.225 1.4 0.97432
0.25 1.4 0.972989
0.275 1.4 0.971658
0.3 1.4 0.970328
0.2 1.45 0.977638
0.225 1.45 0.976415
0.25 1.45 0.975192
0.275 1.45 0.973968
0.3 1.45 0.972745
0.2 1.5 0.979626
0.225 1.5 0.97851
0.25 1.5 0.977394
0.275 1.5 0.976278
0.3 1.5 0.975162
0.2 1.55 0.981614
0.225 1.55 0.980605
0.25 1.55 0.979596
0.275 1.55 0.978588
0.3 1.55 0.977579
0.2 1.6 0.983601
0.225 1.6 0.9827
0.25 1.6 0.981799
0.275 1.6 0.980897
0.3 1.6 0.979996
ZONE I=5, J=5
0.3 1.4 0.970328
0.325 1.4 0.968716
0.35 1.4 0.967105
0.375 1.4 0.965493
0.4 1.4 0.963882
0.3 1.45 0.972745
0.325 1.45 0.971263
0.35 1.45 0.969781
0.375 1.45 0.968299
0.4 1.45 0.966817
0.3 1.5 0.975162
0.325 1.5 0.97381
0.35 1.5 0.972457
0.375 1.5 0.971105
0.4 1.5 0.969752
0.3 1.55 0.977579
0.325 1.55 0.976356
0.35 1.55 0.975133
0.375 1.55 0.973911
0.4 1.55 0.972688
0.3 1.6 0.979996
0.325 1.6 0.978903
0.35 1.6 0.97781
0.375 1.6 0.976716
0.4 1.6 0.975623
ZONE I=5, J=5
0.4 1.4 0.963882
0.425 1.4 0.961931
0.45 1.4 0.959981
0.475 1.4 0.958031
0.5 1.4 0.956081
0.4 1.45 0.966817
0.425 1.45 0.965023
0.45 1.45 0.963229
0.475 1.45 0.961435
0.5 1.45 0.959641
0.4 1.5 0.969752
0.425 1.5 0.968115
0.45 1.5 0.966477
0.475 1.5 0.964839
0.5 1.5 0.963201
0.4 1.55 0.972688
0.425 1.55 0.971206
0.45 1.55 0.969724
0.475 1.55 0.968242
0.5 1.55 0.966761
0.4 1.6 0.975623
0.425 1.6 0.974298
0.45 1.6 0.972972
0.475 1.6 0.971646
0.5 1.6 0.970321
ZONE I=5, J=5
0.5 1.4 0.956081
0.525 1.4 0.953723
0.55 1.4 0.951365
0.575 1.4 0.949008
0.6 1.4 0.94665
0.5 1.45 0.959641
0.525 1.45 0.957471
0.55 1.45 0.955301
0.575 1.45 0.953131
0.6 1.45 0.950961
0.5 1.5 0.963201
0.525 1.5 0.961218
0.55 1.5 0.959236
0.575 1.5 0.957254
0.6 1.5 0.955272
0.5 1.55 0.966761
0.525 1.55 0.964966
0.55 1.55 0.963172
0.575 1.55 0.961377
0.6 1.55 0.959583
0.5 1.6 0.970321
0.525 1.6 0.968714
0.55 1.6 0.967107
0.575 1.6 0.965501
0.6 1.6 0.963894
ZONE I=5, J=5
0.6 1.4 0.94665
0.625 1.4 0.943804
0.65 1.4 0.940958
0.675 1.4 0.938113
0.7 1.4 0.935267
0.6 1.45 0.950961
0.625 1.45 0.94834
0.65 1.45 0.94572
0.675 1.45 0.943099
0.7 1.45 0.940478
0.6 1.5 0.955272
0.625 1.5 0.952877
0.65 1.5 0.950481
0.675 1.5 0.948085
0.7 1.5 0.94569
0.6 1.55 0.959583
0.625 1.55 0.957413
0.65 1.55 0.955242
0.675 1.55 0.953072
0.7 1.55 0.950901
0.6 1.6 0.963894
0.625 1.6 0.961949
0.65 1.6 0.960004
0.675 1.6 0.958058
0.7 1.6 0.956113
ZONE I=5, J=5
0.7 1.4 0.935267
0.725 1.4 0.931839
0.75 1.4 0.928411
0.775 1.4 0.924983
0.8 1.4 0.921555
0.7 1.45 0.940478
0.725 1.45 0.937319
0.75 1.45 0.934161
0.775 1.45 0.931002
0.8 1.45 0.927843
0.7 1.5 0.94569
0.725 1.5 0.9428
0.75 1.5 0.93991
0.775 1.5 0.93702
0.8 1.5 0.93413
0.7 1.55 0.950901
0.725 1.55 0.94828
0.75 1.55 0.945659
0.775 1.55 0.943038
0.8 1.55 0.940417
0.7 1.6 0.956113
0.725 1.6 0.953761
0.75 1.6 0.951409
0.775 1.6 0.949057
0.8 1.6 0.946704
ZONE I=5, J=5
0.8 1.4 0.921555
0.825 1.4 0.917437
0.85 1.4 0.913318
0.875 1.4 0.9092
0.9 1.4 0.905081
0.8 1.45 0.927843
0.825 1.45 0.924044
0.85 1.45 0.920245
0.875 1.45 0.916447
0.9 1.45 0.912648
0.8 1.5 0.93413
0.825 1.5 0.930651
0.85 1.5 0.927172
0.875 1.5 0.923693
0.9 1.5 0.920215
0.8 1.55 0.940417
0.825 1.55 0.937258
0.85 1.55 0.934099
0.875 1.55 0.93094
0.9 1.55 0.927781
0.8 1.6 0.946704
0.825 1.6 0.943865
0.85 1.6 0.941026
0.875 1.6 0.938187
0.9 1.6 0.935348
ZONE I=5, J=5
0.9 1.4 0.905081
0.925 1.4 0.900149
0.95 1.4 0.895217
0.975 1.4 0.890284
1 1.4 0.885352
0.9 1.45 0.912648
0.925 1.45 0.908094
0.95 1.45 0.903539
0.975 1.45 0.898985
1 1.45 0.894431
0.9 1.5 0.920215
0.925 1.5 0.916038
0.95 1.5 0.911862
0.975 1.5 0.907686
1 1.5 0.90351
0.9 1.55 0.927781
0.925 1.55 0.923983
0.95 1.55 0.920185
0.975 1.55 0.916387
1 1.55 0.912589
0.9 1.6 0.935348
0.925 1.6 0.931928
0.95 1.6 0.928508
0.975 1.6 0.925088
1 1.6 0.921669
ZONE I=5, J=5
0 1.6 0.989027
0.025 1.6 0.988414
0.05 1.6 0.987801
0.075 1.6 0.987187
0.1 1.6 0.986574
0 1.65 0.989928
0.025 1.65 0.989365
0.05 1.65 0.988802
0.075 1.65 0.988239
0.1 1.65 0.987677
0 1.7 0.990829
0.025 1.7 0.990317
0.05 1.7 0.989804
0.075 1.7 0.989292
0.1 1.7 0.988779
0 1.75 0.99173
0.025 1.75 0.991268
0.05 1.75 0.990806
0.075 1.75 0.990344
0.1 1.75 0.989881
0 1.8 0.992632
0.025 1.8 0.99222
0.05 1.8 0.991808
0.075 1.8 0.991396
0.1 1.8 0.990984
ZONE I=5, J=5
0.1 1.6 0.986574
0.125 1.6 0.985831
0.15 1.6 0.985088
0.175 1.6 0.984344
0.2 1.6 0.983601
0.1 1.65 0.987677
0.125 1.65 0.986994
0.15 1.65 0.986312
0.175 1.65 0.985629
0.2 1.65 0.984947
0.1 1.7 0.988779
0.125 1.7 0.988157
0.15 1.7 0.987536
0.175 1.7 0.986914
0.2 1.7 0.986293
0.1 1.75 0.989881
0.125 1.75 0.989321
0.15 1.75 0.98876
0.175 1.75 0.988199
0.2 1.75 0.987638
0.1 1.8 0.990984
0.125 1.8 0.990484
0.15 1.8 0.989984
0.175 1.8 0.989484
0.2 1.8 0.988984
ZONE I=5, J=5
0.2 1.6 0.983601
0.225 1.6 0.9827
0.25 1.6 0.981799
0.275 1.6 0.980897
0.3 1.6 0.979996
0.2 1.65 0.984947
0.225 1.65 0.984119
0.25 1.65 0.983291
0.275 1.65 0.982464
0.3 1.65 0.981636
0.2 1.7 0.986293
0.225 1.7 0.985538
0.25 1.7 0.984784
0.275 1.7 0.98403
0.3 1.7 0.983276
0.2 1.75 0.987638
0.225 1.75 0.986958
0.25 1.75 0.986277
0.275 1.75 0.985596
0.3 1.75 0.984915
0.2 1.8 0.988984
0.225 1.8 0.988377
0.25 1.8 0.98777
0.275 1.8 0.987162
0.3 1.8 0.986555
ZONE I=5, J=5
0.3 1.6 0.979996
0.325 1.6 0.978903
0.35 1.6 0.97781
0.375 1.6 0.976716
0.4 1.6 0.975623
0.3 1.65 0.981636
0.325 1.65 0.980631
0.35 1.65 0.979627
0.375 1.65 0.978623
0.4 1.65 0.977618
0.3 1.7 0.983276
0.325 1.7 0.98236
0.35 1.7 0.981445
0.375 1.7 0.980529
0.4 1.7 0.979614
0.3 1.75 0.984915
0.325 1.75 0.984089
0.35 1.75 0.983262
0.375 1.75 0.982435
0.4 1.75 0.981609
0.3 1.8 0.986555
0.325 1.8 0.985817
0.35 1.8 0.98508
0.375 1.8 0.984342
0.4 1.8 0.983604
ZONE I=5, J=5
0.4 1.6 0.975623
0.425 1.6 0.974298
0.45 1.6 0.972972
0.475 1.6 0.971646
0.5 1.6 0.970321
0.4 1.65 0.977618
