ZONE I=5, J=5
0.5625 1 0.863746 -0.279415 -0.972884 
0.625 1 0.82194 -0.279415 -0.820559 
0.6875 1 0.789326 -0.279415 -0.55419 
0.75 1 0.765903 -0.279415 -0.210796 
0.5 1.125 0.918592 0.450044 -0.989992 
0.5625 1.125 0.893552 0.450044 -0.972884 
0.625 1.125 0.874035 0.450044 -0.820559 
0.6875 1.125 0.860041 0.450044 -0.55419 
0.75 1.125 0.85157 0.450044 -0.210796 
0.5 1.25 0.927625 0.938 -0.989992 
0.5625 1.25 0.918758 0.938 -0.972884 
0.625 1.25 0.912712 0.938 -0.820559 
0.6875 1.25 0.909487 0.938 -0.55419 
0.75 1.25 0.909082 0.938 -0.210796 
0.5 1.375 0.941843 0.922604 -0.989992 
0.5625 1.375 0.939364 0.922604 -0.972884 
0.625 1.375 0.937971 0.922604 -0.820559 
0.6875 1.375 0.937662 0.922604 -0.55419 
0.75 1.375 0.938439 0.922604 -0.210796 
0.5 1.5 0.961246 0.412118 -0.989992 
0.5625 1.5 0.95537 0.412118 -0.972884 
0.625 1.5 0.949811 0.412118 -0.820559 
0.6875 1.5 0.944568 0.412118 -0.55419 
0.75 1.5 0.939642 0.412118 -0.210796 
ZONE I=5, J=5
0.75 1 0.765903 -0.279415 -0.210796 
0.8125 1 0.850383 -0.279415 0.161895 
0.875 1 0.857921 -0.279415 0.512085 
0.9375 1 0.788518 -0.279415 0.791104 
1 1 0.642173 -0.279415 0.96017 
0.75 1.125 0.85157 0.450044 -0.210796 
0.8125 1.125 0.878748 0.450044 0.161895 
0.875 1.125 0.881865 0.450044 0.512085 
0.9375 1.125 0.860919 0.450044 0.791104 
1 1.125 0.815911 0.450044 0.96017 
0.75 1.25 0.909082 0.938 -0.210796 
0.8125 1.25 0.904255 0.938 0.161895 
0.875 1.25 0.904541 0.938 0.512085 
0.9375 1.25 0.90994 0.938 0.791104 
1 1.25 0.920453 0.938 0.96017 
0.75 1.375 0.938439 0.922604 -0.210796 
0.8125 1.375 0.926902 0.922604 0.161895 
0.875 1.375 0.92595 0.922604 0.512085 
0.9375 1.375 0.935581 0.922604 0.791104 
1 1.375 0.955798 0.922604 0.96017 
0.75 1.5 0.939642 0.412118 -0.210796 
0.8125 1.5 0.946691 0.412118 0.161895 
0.875 1.5 0.946091 0.412118 0.512085 
0.9375 1.5 0.937843 0.412118 0.791104 
1 1.5 0.921946 0.412118 0.96017 
ZONE I=5, J=5
0 1.5 1 0.412118 1 
0.0625 1.5 0.994662 0.412118 0.930508 
0.125 1.5 0.98926 0.412118 0.731689 
0.1875 1.5 0.983792 0.412118 0.431177 
0.25 1.5 0.978258 0.412118 0.0707372 
0 1.625 1 -0.319519 1 
0.0625 1.625 0.996053 -0.319519 0.930508 
0.125 1.625 0.992119 -0.319519 0.731689 
0.1875 1.625 0.988197 -0.319519 0.431177 
0.25 1.625 0.984288 -0.319519 0.0707372 
0 1.75 1 -0.879696 1 
0.0625 1.75 0.997406 -0.879696 0.930508 
0.125 1.75 0.994862 -0.879696 0.731689 
0.1875 1.75 0.992367 -0.879696 0.431177 
0.25 1.75 0.989921 -0.879696 0.0707372 
0 1.875 1 -0.967808 1 
0.0625 1.875 0.998722 -0.967808 0.930508 
0.125 1.875 0.997489 -0.967808 0.731689 
0.1875 1.875 0.996301 -0.967808 0.431177 
0.25 1.875 0.995159 -0.967808 0.0707372 
0 2 1 -0.536573 1 
0.0625 2 1 -0.536573 0.930508 
0.125 2 1 -0.536573 0.731689 
0.1875 2 1 -0.536573 0.431177 
0.25 2 1 -0.536573 0.0707372 
ZONE I=5, J=5
0.25 1.5 0.978258 0.412118 0.0707372 
0.3125 1.5 0.973369 0.412118 -0.299534 
0.375 1.5 0.968904 0.412118 -0.628174 
0.4375 1.5 0.964863 0.412118 -0.869507 
0.5 1.5 0.961246 0.412118 -0.989992 
0.25 1.625 0.984288 -0.319519 0.0707372 
0.3125 1.625 0.980669 -0.319519 -0.299534 
0.375 1.625 0.977253 -0.319519 -0.628174 
0.4375 1.625 0.974038 -0.319519 -0.869507 
0.5 1.625 0.971025 -0.319519 -0.989992 
0.25 1.75 0.989921 -0.879696 0.0707372 
0.3125 1.75 0.987541 -0.879696 -0.299534 
0.375 1.75 0.985219 -0.879696 -0.628174 
0.4375 1.75 0.982953 -0.879696 -0.869507 
0.5 1.75 0.980744 -0.879696 -0.989992 
0.25 1.875 0.995159 -0.967808 0.0707372 
0.3125 1.875 0.993985 -0.967808 -0.299534 
0.375 1.875 0.992801 -0.967808 -0.628174 
0.4375 1.875 0.991607 -0.967808 -0.869507 
0.5 1.875 0.990402 -0.967808 -0.989992 
0.25 2 1 -0.536573 0.0707372 
0.3125 2 1 -0.536573 -0.299534 
0.375 2 1 -0.536573 -0.628174 
0.4375 2 1 -0.536573 -0.869507 
0.5 2 1 -0.536573 -0.989992 
ZONE I=5, J=5
0.5 1.5 0.961246 0.412118 -0.989992 
0.5625 1.5 0.95537 0.412118 -0.972884 
0.625 1.5 0.949811 0.412118 -0.820559 
0.6875 1.5 0.944568 0.412118 -0.55419 
0.75 1.5 0.939642 0.412118 -0.210796 
0.5 1.625 0.971025 -0.319519 -0.989992 
0.5625 1.625 0.967338 -0.319519 -0.972884 
0.625 1.625 0.964004 -0.319519 -0.820559 
0.6875 1.625 0.961024 -0.319519 -0.55419 
0.75 1.625 0.958398 -0.319519 -0.210796 
0.5 1.75 0.980744 -0.879696 -0.989992 
0.5625 1.75 0.978766 -0.879696 -0.972884 
0.625 1.75 0.9771 -0.879696 -0.820559 
0.6875 1.75 0.975748 -0.879696 -0.55419 
0.75 1.75 0.974709 -0.879696 -0.210796 
0.5 1.875 0.990402 -0.967808 -0.989992 
0.5625 1.875 0.989653 -0.967808 -0.972884 
0.625 1.875 0.989099 -0.967808 -0.820559 
0.6875 1.875 0.98874 -0.967808 -0.55419 
0.75 1.875 0.988577 -0.967808 -0.210796 
0.5 2 1 -0.536573 -0.989992 
0.5625 2 1 -0.536573 -0.972884 
0.625 2 1 -0.536573 -0.820559 
0.6875 2 1 -0.536573 -0.55419 
0.75 2 1 -0.536573 -0.210796 
ZONE I=5, J=5
0.75 1.5 0.939642 0.412118 -0.210796 
0.8125 1.5 0.946691 0.412118 0.161895 
0.875 1.5 0.946091 0.412118 0.512085 
0.9375 1.5 0.937843 0.412118 0.791104 
1 1.5 0.921946 0.412118 0.96017 
0.75 1.625 0.958398 -0.319519 -0.210796 
0.8125 1.625 0.959531 -0.319519 0.161895 
0.875 1.625 0.95859 -0.319519 0.512085 
0.9375 1.625 0.955572 -0.319519 0.791104 
1 1.625 0.95048 -0.319519 0.96017 
0.75 1.75 0.974709 -0.879696 -0.210796 
0.8125 1.75 0.972697 -0.879696 0.161895 
0.875 1.75 0.971741 -0.879696 0.512085 
0.9375 1.75 0.971842 -0.879696 0.791104 
1 1.75 0.973 -0.879696 0.96017 
0.75 1.875 0.988577 -0.967808 -0.210796 
0.8125 1.875 0.986186 -0.967808 0.161895 
0.875 1.875 0.985544 -0.967808 0.512085 
0.9375 1.875 0.986651 -0.967808 0.791104 
1 1.875 0.989507 -0.967808 0.96017 
0.75 2 1 -0.536573 -0.210796 
0.8125 2 1 -0.536573 0.161895 
0.875 2 1 -0.536573 0.512085 
0.9375 2 1 -0.536573 0.791104 
1 2 1 -0.536573 0.96017 
